graph,order,host,freq,input_time,task_time,output_time,total_time,input_power,task_power,input_e,task_e,output_e,total_e,power_efficiency,pipelinetime
InceptionResnetV2,GGGGGGGGGGGGGGGGBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,BB,"('{{max}}',)",21.5844,787.3366000000001,0.203064,808.921,3951.5098031053903,6683.9215808686495,85.29096819414798,5262.496092147748,0.802409386657793,5348.589469728554,0.1869651813173747,611.616
InceptionResnetV2,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,BB,"('{{max}}',)",20.5302,833.9598,0.196606,854.49,4198.227272727273,7384.598097970414,86.19044555454546,6158.457952863786,0.8253966711818181,6245.473795089513,0.1601159548193521,854.49
InceptionResnetV2,GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG,BB,"('{{max}}',)",21.0624,1105.9676,2.45267,1127.03,3472.7475633528275,3892.7130131594135,73.1443982783626,4305.214468652685,8.517503766208579,4386.876370697257,0.2279526285900458,1127.03
InceptionResnetV2,GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGBBG,BB,"('{{max}}',)",22.1192,1094.72376,0.300811,1116.84296,3534.2691744959543,3943.965583320896,78.1752067245109,4317.552832683644,1.0631470446493023,4396.791186452804,0.2274385927358013,1092.49
InceptionResnetV2,GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGBBB,BB,"('{{max}}',)",21.0121,1086.1153000000002,0.888574,1107.1274,3626.0869196163308,3962.6205249471523,76.1917009636703,4303.862780239134,3.2220465585111615,4383.276527761315,0.22813983869521762,1083.41
